year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,11,27,1651,40,2010,55,B6,N789JB,753,JFK,PBI,171,1028,16,51
2013,12,26,1851,116,2105,114,EV,N16963,4091,EWR,IND,110,645,18,51
2013,1,9,553,-7,758,-2,EV,N615QX,4911,EWR,DTW,97,488,5,53
2013,5,3,1010,-5,1244,32,US,N756US,1427,JFK,CLT,91,541,10,10
2013,5,12,1509,4,1708,8,EV,N34111,4572,EWR,GSP,102,594,15,9
2013,9,22,610,0,837,-18,AA,N3DMAA,1103,LGA,DFW,180,1389,6,10
2013,10,16,1754,-6,1910,-5,US,N704US,2191,LGA,DCA,49,214,17,54
2013,9,8,1933,-2,2203,-26,B6,N534JB,225,JFK,TPA,129,1005,19,33
2013,5,11,23,98,126,89,B6,N267JB,22,JFK,SYR,45,209,0,23
2013,2,2,2024,44,2311,59,EV,N31131,4670,EWR,ATL,113,746,20,24
2013,1,12,754,-6,1051,-33,DL,N325US,2143,JFK,MIA,144,1089,7,54
2013,11,13,1905,15,2217,-8,VX,N628VA,29,JFK,SFO,354,2586,19,5
2013,12,27,600,0,914,-1,AA,N3HSAA,1103,LGA,DFW,210,1389,6,0
2013,12,2,1658,-2,1955,-25,AA,N5BYAA,172,EWR,MIA,149,1085,16,58
2013,6,5,651,-4,915,-5,UA,N519UA,599,LGA,DEN,233,1620,6,51
2013,8,21,1806,6,2028,-11,DL,N6712B,61,LGA,ATL,112,762,18,6
2013,1,17,1416,19,1620,24,EV,N12122,4370,EWR,CHS,102,628,14,16
2013,8,1,1335,5,1646,21,B6,N585JB,505,EWR,FLL,165,1065,13,35
2013,11,15,1757,-2,2117,-6,UA,N502UA,535,JFK,LAX,355,2475,17,57
2013,6,16,2102,12,2357,6,UA,N24702,1615,EWR,AUS,206,1504,21,2
2013,4,15,1655,-5,1821,-9,MQ,N671MQ,4323,JFK,ORF,57,290,16,55
2013,9,24,1934,0,2040,-14,UA,N37462,1703,EWR,BOS,35,200,19,34
2013,6,23,1916,51,2115,70,MQ,N517MQ,3134,EWR,ORD,103,719,19,16
2013,1,11,738,-2,1021,-24,UA,N73276,1179,EWR,TPA,141,997,7,38
2013,2,20,1130,16,1222,4,EV,N16976,3260,EWR,PVD,33,160,11,30
2013,11,19,1623,-7,1923,-29,DL,N338NW,1373,JFK,MIA,155,1089,16,23
2013,2,12,1001,1,1250,-33,UA,N76504,1025,EWR,SEA,333,2402,10,1
2013,7,5,1722,-3,1855,5,EV,N13970,4195,EWR,BNA,114,748,17,22
2013,8,2,1455,26,1711,12,MQ,N528MQ,3669,LGA,ATL,103,762,14,55
2013,4,18,1729,-1,2059,0,DL,N301NB,1459,JFK,SAT,226,1587,17,29
2013,9,20,648,-7,838,-2,MQ,N508MQ,3599,LGA,MSP,158,1020,6,48
2013,9,11,819,2,1019,-4,9E,N929XJ,3353,JFK,DTW,81,509,8,19
2013,11,17,832,37,1006,24,9E,N8412F,2939,JFK,PIT,65,340,8,32
2013,9,18,1121,-8,1402,-27,AA,N3GSAA,1139,LGA,DFW,183,1389,11,21
2013,2,10,1903,-3,2057,-18,EV,N13968,4627,EWR,CLT,87,529,19,3
2013,7,7,1348,-11,1543,-1,AA,N528AA,337,LGA,ORD,106,733,13,48
2013,9,23,1900,-5,2109,-25,9E,N910XJ,3285,JFK,MSY,156,1182,19,0
2013,3,26,1101,1,1357,-1,UA,N79279,1143,EWR,PBI,158,1023,11,1
2013,3,25,1633,48,1908,31,UA,N77520,1593,EWR,MCO,140,937,16,33
2013,9,20,916,26,1052,7,MQ,N504MQ,3407,LGA,CMH,66,479,9,16
2013,10,3,744,-6,1044,4,MQ,N522MQ,3052,JFK,TPA,141,1005,7,44
2013,11,6,1705,60,1922,55,EV,N14905,3264,EWR,SDF,114,642,17,5
2013,6,11,2037,68,2303,34,AA,N598AA,2075,EWR,DFW,176,1372,20,37
2013,6,22,1504,-6,1728,-3,UA,N498UA,745,LGA,DEN,223,1620,15,4
2013,4,27,1314,14,1446,11,MQ,N838MQ,4404,JFK,RDU,68,427,13,14
2013,2,18,1955,-5,2051,-13,EV,N11544,4162,EWR,ALB,32,143,19,55
2013,9,1,1454,-5,1753,20,DL,N675DL,2347,LGA,ATL,112,762,14,54
2013,11,21,1543,-2,1902,-3,AA,N3DLAA,1156,LGA,DFW,206,1389,15,43
2013,12,15,955,55,1141,65,UA,N406UA,681,LGA,ORD,118,733,9,55
2013,5,29,739,-1,856,-4,WN,N766SW,3052,EWR,MDW,105,711,7,39
2013,4,26,653,-7,854,46,US,N733UW,2163,LGA,DCA,58,214,6,53
2013,9,3,954,-5,1223,-14,B6,N624JB,483,JFK,MCO,130,944,9,54
2013,4,12,1336,-4,1653,13,AA,N3DBAA,753,LGA,DFW,210,1389,13,36
2013,7,11,1333,0,1519,-20,EV,N34110,4193,EWR,MSP,146,1008,13,33
2013,8,17,1521,-2,1639,-28,9E,N8883E,4101,JFK,ROC,46,264,15,21
2013,2,16,2025,5,140,29,UA,N26215,1071,EWR,BQN,227,1585,20,25
2013,4,5,823,-7,957,-18,AA,N436AA,309,LGA,ORD,124,733,8,23
2013,7,26,2024,-6,2154,-17,9E,N825AY,4127,JFK,IAD,45,228,20,24
2013,4,6,923,-6,1019,-25,EV,N12563,4636,EWR,DCA,41,199,9,23
2013,9,22,2029,14,2201,6,MQ,N523MQ,3535,JFK,CMH,68,483,20,29
2013,1,13,836,-4,1002,-1,9E,N926XJ,3422,JFK,BOS,46,187,8,36
2013,3,28,2054,9,2352,-5,B6,N794JB,677,JFK,LAX,334,2475,20,54
2013,11,24,2017,103,2231,91,9E,N292PQ,2923,JFK,MSP,168,1029,20,17
2013,4,9,1801,26,2055,52,DL,N373NW,884,LGA,DEN,249,1620,18,1
2013,8,5,1506,-4,1635,0,MQ,N515MQ,3433,JFK,DCA,52,213,15,6
2013,12,9,1834,54,2303,105,B6,N662JB,135,JFK,PHX,350,2153,18,34
2013,8,12,1604,-6,1809,-1,EV,N758EV,5461,LGA,RDU,66,431,16,4
2013,3,18,1808,13,2120,32,B6,N706JB,547,EWR,PBI,162,1023,18,8
2013,7,30,2109,10,2211,-9,EV,N16987,3830,EWR,RIC,47,277,21,9
2013,4,1,1553,-7,1650,-29,US,N949UW,2134,LGA,BOS,43,184,15,53
2013,4,29,1125,-5,1258,-9,EV,N14125,4581,EWR,RDU,69,416,11,25
2013,1,3,850,21,1126,40,EV,N10575,4250,EWR,IND,126,645,8,50
2013,9,12,627,-3,812,-1,EV,N14993,4334,EWR,CMH,73,463,6,27
2013,5,26,1100,-1,1327,-7,B6,N580JB,711,JFK,LAS,304,2248,11,0
2013,9,3,603,3,707,-9,EV,N829AS,5747,LGA,IAD,47,229,6,3
2013,12,11,1201,-9,1304,-20,9E,N905XJ,2902,JFK,BOS,41,187,12,1
2013,6,13,1719,-3,2009,-4,UA,N13113,1109,EWR,MCO,146,937,17,19
2013,7,30,942,-3,1057,-28,AA,N4YNAA,317,LGA,ORD,108,733,9,42
2013,12,14,1423,33,1747,42,AA,N3EFAA,1073,LGA,MIA,169,1096,14,23
2013,1,17,1756,-4,2049,6,DL,N688DL,1047,LGA,ATL,122,762,17,56
2013,7,12,2309,159,24,142,9E,N8976E,4079,JFK,BWI,34,184,23,9
2013,8,28,1505,42,1705,-4,UA,N78501,1695,EWR,IAH,164,1400,15,5
2013,1,16,1223,3,1539,6,B6,N809JB,209,JFK,LGB,352,2465,12,23
2013,7,17,747,-3,1012,-18,AA,N538AA,715,LGA,DFW,175,1389,7,47
2013,2,1,2103,48,2303,53,MQ,N719MQ,4555,LGA,CMH,79,479,21,3
2013,4,14,1211,101,1454,105,DL,N396DA,1529,JFK,LAS,320,2248,12,11
2013,3,11,1638,8,1921,32,FL,N975AT,620,LGA,ATL,127,762,16,38
2013,10,22,947,50,1234,43,UA,N522UA,997,EWR,LAX,311,2454,9,47
2013,6,21,1035,-5,1155,-4,B6,N309JB,2602,JFK,BUF,55,301,10,35
2013,7,24,758,-3,931,-10,EV,N18102,4099,EWR,STL,131,872,7,58
2013,3,27,808,-2,1106,-17,DL,N321US,1271,JFK,FLL,154,1069,8,8
2013,4,5,827,117,1045,91,UA,N414UA,216,EWR,PHX,288,2133,8,27
2013,8,24,1529,1,1710,-30,EV,N16561,4352,EWR,CVG,86,569,15,29
2013,8,15,1449,119,1555,116,B6,N304JB,316,JFK,SYR,44,209,14,49
2013,12,21,1702,3,1906,5,DL,N977AT,2076,EWR,DTW,101,488,17,2
2013,12,4,1742,-3,2104,-21,AA,N328AA,177,JFK,SFO,368,2586,17,42
2013,1,2,952,-1,1104,-6,B6,N353JB,600,JFK,PWM,47,273,9,52
2013,10,28,1049,6,1337,26,UA,N31412,1110,EWR,LAS,320,2227,10,49
2013,8,18,843,-7,939,-38,EV,N718EV,5132,LGA,SYR,36,198,8,43
2013,1,2,1213,-7,1421,6,AA,N578AA,1757,LGA,STL,172,888,12,13
2013,2,16,1213,98,1433,110,EV,N12540,4255,EWR,CHS,119,628,12,13
2013,11,26,641,2,957,8,UA,N539UA,797,EWR,LAX,348,2454,6,41
2013,1,9,2251,-2,28,13,B6,N613JB,112,JFK,BUF,72,301,22,51
2013,1,13,1237,-3,1557,2,AA,N5CPAA,2041,JFK,MIA,144,1089,12,37
2013,2,16,1503,-2,1634,-36,WN,N732SW,3043,LGA,STL,126,888,15,3
2013,2,24,620,-10,733,-37,AA,N3HHAA,303,LGA,ORD,108,733,6,20
2013,9,7,814,-5,1052,-33,UA,N851UA,387,EWR,PDX,321,2434,8,14
2013,9,3,1945,0,2200,14,EV,N744EV,5306,LGA,GSO,70,461,19,45
2013,1,23,1422,-3,1643,13,EV,N138EV,5164,EWR,MSP,177,1008,14,22
2013,7,8,1503,4,1840,13,DL,N1605,161,JFK,SEA,340,2422,15,3
2013,11,13,1803,18,2039,-25,UA,N39416,1692,EWR,SAN,309,2425,18,3
2013,9,9,1029,-1,1305,-20,AA,N320AA,19,JFK,LAX,305,2475,10,29
2013,4,30,1734,-4,1927,1,B6,N298JB,1185,JFK,RDU,72,427,17,34
2013,6,14,840,40,1027,8,9E,N933XJ,3507,JFK,MSY,142,1182,8,40
2013,4,24,630,-5,737,-2,B6,N585JB,1002,JFK,BOS,39,187,6,30
2013,6,13,625,-5,936,31,UA,N409UA,318,LGA,IAH,199,1416,6,25
2013,7,13,1837,8,2127,-11,UA,N36469,1151,EWR,SEA,324,2402,18,37
2013,8,29,2047,-3,19,12,UA,N578UA,471,EWR,SFO,335,2565,20,47
2013,2,4,1340,82,1537,82,EV,N14179,4135,EWR,CLT,100,529,13,40
2013,2,7,2305,15,2356,3,B6,N653JB,1018,JFK,BOS,32,187,23,5
2013,6,10,1040,-6,1322,-5,B6,N612JB,41,JFK,MCO,132,944,10,40
2013,12,29,2156,70,108,70,B6,N706JB,329,JFK,RSW,165,1074,21,56
2013,12,30,1557,-3,1859,-10,DL,N389DA,2459,JFK,MCO,153,944,15,57
2013,2,26,642,12,942,14,UA,N76516,1115,EWR,TPA,157,997,6,42
2013,7,20,1939,114,2120,115,MQ,N546MQ,3301,LGA,RDU,64,431,19,39
2013,11,6,923,-13,1024,-28,B6,N374JB,116,JFK,SYR,46,209,9,23
2013,6,21,1147,-8,1259,-24,EV,N724EV,4974,LGA,BTV,43,258,11,47
2013,10,13,1635,0,1936,-15,B6,N789JB,1801,JFK,FLL,139,1069,16,35
2013,12,11,751,22,1113,28,UA,N36469,1455,EWR,LAX,353,2454,7,51
2013,8,2,933,-1,1257,8,UA,N38257,1281,EWR,SFO,354,2565,9,33
2013,2,24,1411,51,1601,37,EV,N11194,4193,EWR,MSP,149,1008,14,11
2013,2,1,527,-3,837,8,UA,N470UA,650,LGA,IAH,233,1416,5,27
2013,3,9,609,-1,823,9,DL,N331NW,1919,LGA,MSP,172,1020,6,9
2013,9,22,1823,23,2032,31,DL,N339NB,2331,LGA,DTW,79,502,18,23
2013,3,19,1528,-2,1925,3,DL,N711ZX,1322,JFK,SFO,373,2586,15,28
2013,4,14,1708,8,1936,12,DL,N303DQ,2042,EWR,ATL,118,746,17,8
2013,12,29,1711,46,2103,73,DL,N370NW,428,JFK,MIA,161,1089,17,11
2013,3,12,1509,36,1658,13,DL,N903DE,1819,LGA,MSP,134,1020,15,9
2013,8,6,2029,0,2335,-5,UA,N73259,1532,EWR,SFO,346,2565,20,29
2013,3,10,2246,16,210,-2,B6,N656JB,713,JFK,SJU,184,1598,22,46
2013,12,4,807,64,1029,75,EV,N10575,4155,EWR,GRR,110,605,8,7
2013,12,21,722,7,925,7,DL,N359NB,831,LGA,DTW,100,502,7,22
2013,10,27,639,-1,849,-16,DL,N398DA,1743,JFK,ATL,108,760,6,39
2013,7,29,1459,4,1638,3,MQ,N661MQ,3231,JFK,PIT,63,340,14,59
2013,8,8,1132,-3,1436,-15,DL,N955DL,954,LGA,FLL,143,1076,11,32
2013,6,8,813,-2,1119,-1,DL,N967DL,269,JFK,MIA,166,1089,8,13
2013,12,22,1155,-5,1546,23,DL,N197DN,423,JFK,LAX,343,2475,11,55
2013,12,26,1649,-11,1759,-26,MQ,N832MQ,3365,JFK,DCA,50,213,16,49
2013,7,11,1127,117,1235,116,B6,N179JB,116,JFK,SYR,45,209,11,27
2013,8,30,2145,225,2253,213,WN,N7738A,441,EWR,MDW,104,711,21,45
2013,6,28,1337,-8,1438,-28,B6,N328JB,308,JFK,PWM,43,273,13,37
2013,10,10,755,0,927,-8,MQ,N804MQ,3363,JFK,RDU,71,427,7,55
2013,3,1,1427,-3,1731,-44,DL,N710TW,1322,JFK,SFO,325,2586,14,27
2013,11,17,2106,26,2322,20,EV,N12126,4085,EWR,OMA,178,1134,21,6
2013,3,11,1531,1,1940,30,AA,N349AA,85,JFK,SFO,354,2586,15,31
2013,1,7,1650,-10,1829,12,US,N762US,2183,LGA,DCA,50,214,16,50
2013,7,6,1038,13,1145,-20,AA,N547AA,325,LGA,ORD,105,733,10,38
2013,6,22,1703,23,1822,7,WN,N287WN,1238,LGA,MDW,106,725,17,3
2013,3,30,658,-2,1030,-10,DL,N710TW,1865,JFK,SFO,361,2586,6,58
2013,11,13,1129,-6,1304,-34,9E,N905XJ,3373,EWR,MSP,139,1008,11,29
2013,2,7,1825,-5,2034,-10,EV,N608QX,5203,EWR,DTW,88,488,18,25
2013,7,7,812,-3,1043,8,DL,N6713Y,1429,JFK,LAS,286,2248,8,12
2013,1,29,631,-3,822,-27,EV,N13124,4471,EWR,CLT,86,529,6,31
2013,3,17,1215,15,1332,17,MQ,N856MQ,4425,JFK,DCA,57,213,12,15
2013,5,7,1257,-3,1512,-7,EV,N147PQ,4898,EWR,ATL,99,746,12,57
2013,6,21,702,-8,851,-24,MQ,N735MQ,3547,LGA,XNA,148,1147,7,2
2013,1,1,709,9,852,20,UA,N26226,1092,LGA,ORD,135,733,7,9
2013,1,3,2044,-1,2205,-20,AA,N579AA,371,LGA,ORD,115,733,20,44
2013,6,29,2040,15,2341,20,B6,N809JB,1295,JFK,AUS,216,1521,20,40
2013,5,6,831,1,952,-23,AA,N565AA,309,LGA,ORD,107,733,8,31
2013,2,19,1022,-8,1200,-15,MQ,N737MQ,4471,LGA,RDU,74,431,10,22
2013,4,2,1740,55,2005,48,EV,N12122,4705,EWR,ATL,120,746,17,40
2013,8,19,1835,30,2123,43,DL,N380DA,569,JFK,ATL,119,760,18,35
2013,10,5,1600,-10,1719,-30,EV,N730EV,4991,LGA,RIC,51,292,16,0
2013,7,2,2237,62,143,73,B6,N729JB,1201,JFK,FLL,149,1069,22,37
2013,8,5,1129,-6,1340,-1,DL,N321US,2219,LGA,MSP,166,1020,11,29
2013,7,29,1703,-7,1844,-21,B6,N298JB,1185,JFK,RDU,83,427,17,3
2013,1,7,1846,0,2007,-12,B6,N239JB,130,JFK,BUF,59,301,18,46
2013,7,17,824,-6,949,-21,9E,N937XJ,3521,JFK,ORD,108,740,8,24
2013,1,7,810,0,1037,-7,FL,N938AT,346,LGA,ATL,109,762,8,10
2013,11,21,556,-4,819,-27,B6,N606JB,583,JFK,MCO,127,944,5,56
2013,5,9,735,-5,1018,-22,AA,N501AA,715,LGA,DFW,189,1389,7,35
2013,6,30,729,-1,1009,-36,VX,N853VA,183,EWR,SFO,318,2565,7,29
2013,10,8,1336,-4,1645,-8,DL,N915DE,1779,LGA,FLL,149,1076,13,36
2013,4,29,2043,-2,2157,-22,9E,N919XJ,3395,JFK,DCA,48,213,20,43
2013,4,5,627,-3,859,14,EV,N13956,4471,EWR,CLT,96,529,6,27
2013,4,19,603,-2,849,-21,AA,N3BHAA,1837,LGA,MIA,142,1096,6,3
2013,2,11,1703,3,2005,0,B6,N639JB,509,EWR,FLL,156,1065,17,3
2013,12,31,1513,-2,1955,-10,DL,N3766,2043,JFK,SJU,191,1598,15,13
2013,1,3,1540,12,1706,26,EV,N14171,3267,EWR,ORF,57,284,15,40
2013,11,15,2055,5,110,-25,UA,N37419,1071,EWR,BQN,181,1585,20,55
2013,12,9,658,-2,1028,13,B6,N648JB,23,JFK,LAX,365,2475,6,58
2013,10,31,1019,-2,1254,-31,B6,N595JB,1,JFK,FLL,136,1069,10,19
2013,9,5,1502,7,1645,15,9E,N8794B,3754,JFK,IAD,49,228,15,2
2013,3,18,740,-10,1021,-24,B6,N760JB,389,LGA,MCO,134,950,7,40
2013,5,3,700,0,939,-40,B6,N807JB,671,JFK,LAX,305,2475,7,0
2013,10,15,1727,-3,1913,26,B6,N236JB,1516,JFK,SYR,43,209,17,27
2013,12,23,621,-4,719,-16,B6,N284JB,2180,EWR,BOS,34,200,6,21
2013,6,23,2020,-5,2231,-1,EV,N14902,4536,EWR,CVG,89,569,20,20
2013,7,20,1723,-2,1958,-18,UA,N33103,1109,EWR,MCO,124,937,17,23
2013,6,1,1034,-18,1323,-43,B6,N587JB,1471,LGA,FLL,141,1076,10,34
2013,1,22,1906,-9,2215,3,B6,N529JB,155,JFK,MCO,159,944,19,6
2013,11,4,659,-1,834,1,UA,N836UA,331,LGA,ORD,120,733,6,59
2013,8,4,1558,-2,1931,-7,DL,N711ZX,141,JFK,SFO,344,2586,15,58
2013,3,29,1817,27,2140,39,UA,N75853,1139,EWR,LAX,335,2454,18,17
2013,12,31,602,-3,744,-21,DL,N358NB,2505,EWR,DTW,87,488,6,2
2013,9,29,745,-5,1020,-29,B6,N517JB,901,JFK,FLL,126,1069,7,45
2013,7,18,9,64,117,64,B6,N179JB,718,JFK,BOS,36,187,0,9
2013,9,24,836,5,948,5,UA,N13718,1162,EWR,BOS,40,200,8,36
2013,7,21,1526,-1,1649,-12,UA,N77258,1638,EWR,CLE,65,404,15,26
2013,9,5,2054,-6,2203,-11,US,N701UW,2197,LGA,DCA,44,214,20,54
2013,3,4,600,0,710,-23,UA,N405UA,379,LGA,ORD,113,733,6,0
2013,10,15,631,1,740,-2,UA,N23707,1686,EWR,BOS,35,200,6,31
2013,6,24,901,36,1057,40,US,N192UW,1831,JFK,CLT,80,541,9,1
2013,9,15,1545,6,1819,-25,B6,N729JB,83,JFK,MCO,122,944,15,45
2013,9,3,1144,39,1250,35,MQ,N503MQ,3230,JFK,DCA,45,213,11,44
2013,1,23,558,-3,914,-4,UA,N14115,1030,JFK,LAX,350,2475,5,58
2013,8,10,1748,3,1912,-13,MQ,N520MQ,3301,LGA,RDU,66,431,17,48
2013,5,24,2030,0,2325,-5,DL,N371DA,1729,JFK,LAS,291,2248,20,30
2013,5,14,741,-4,1043,-3,DL,N3759,183,JFK,SEA,338,2422,7,41
2013,5,24,1913,13,2216,13,UA,N14228,1551,EWR,SEA,325,2402,19,13
2013,9,13,1819,4,2003,6,UA,N37255,1053,EWR,CLE,67,404,18,19
2013,8,28,1813,-2,2136,-4,DL,N192DN,17,JFK,LAX,317,2475,18,13
2013,6,13,957,-3,1312,36,DL,N913DE,1847,LGA,ATL,110,762,9,57
2013,2,7,2244,-1,2354,-2,B6,N665JB,128,JFK,BTV,44,266,22,44
2013,8,26,1707,7,1925,-30,WN,N443WN,3928,EWR,HOU,177,1411,17,7
2013,1,23,1038,8,1253,1,DL,N347NB,2343,EWR,ATL,116,746,10,38
2013,10,25,753,-12,958,-36,DL,N373NW,2457,LGA,MSY,169,1183,7,53
2013,7,31,807,-8,913,-22,MQ,N544MQ,3355,LGA,BNA,105,764,8,7
2013,5,15,1846,121,2004,111,B6,N306JB,1012,JFK,BOS,44,187,18,46
2013,12,15,1721,-3,1942,-11,UA,N558UA,509,LGA,DEN,234,1620,17,21
2013,12,19,1510,21,1810,13,UA,N433UA,788,EWR,FLL,140,1065,15,10
2013,3,24,856,1,1056,-12,EV,N138EV,4984,EWR,DTW,93,488,8,56
2013,3,14,2016,-4,2250,5,MQ,N516MQ,4662,LGA,ATL,100,762,20,16
2013,2,26,1549,-11,1911,-14,AA,N3GTAA,1467,LGA,MIA,171,1096,15,49
2013,2,10,936,6,1220,-25,B6,N662JB,375,LGA,FLL,148,1076,9,36
2013,11,26,1504,4,1626,7,US,N708UW,2185,LGA,DCA,50,214,15,4
2013,3,20,1507,8,1741,4,DL,N617DL,2347,LGA,ATL,116,762,15,7
2013,2,4,1453,-2,1821,-4,AA,N5FTAA,1769,JFK,MIA,167,1089,14,53
2013,5,4,1755,40,2047,9,DL,N334NB,1863,JFK,SAT,202,1587,17,55
2013,12,17,1303,58,1634,76,DL,N369NB,1785,LGA,PBI,147,1035,13,3
2013,1,4,1201,-4,1523,3,AA,N584AA,743,LGA,DFW,206,1389,12,1
2013,12,11,1032,5,1207,11,EV,N12540,4129,EWR,BNA,139,748,10,32
2013,3,3,854,-5,1108,-25,UA,N19136,1643,EWR,DEN,218,1605,8,54
2013,6,19,2116,-4,2342,-16,B6,N348JB,619,JFK,JAX,121,828,21,16
2013,1,22,1938,13,2240,11,DL,N938DL,1485,LGA,MCO,154,950,19,38
2013,12,12,1713,17,1847,8,EV,N13978,4695,EWR,RDU,71,416,17,13
2013,4,17,959,-1,1250,-4,UA,N16217,1618,EWR,TPA,137,997,9,59
2013,5,11,1247,-3,1431,-17,DL,N353NB,1131,LGA,DTW,91,502,12,47
2013,2,21,623,-7,832,-11,US,N564UW,1433,LGA,CLT,90,544,6,23
2013,3,29,1119,-6,1257,-30,EV,N719EV,5277,EWR,MSP,143,1008,11,19
2013,3,1,1934,-1,2215,-61,B6,N627JB,645,JFK,SFO,319,2586,19,34
2013,1,27,1609,4,1855,-30,9E,N915XJ,3325,JFK,DFW,206,1391,16,9
2013,9,19,1953,-3,2135,-28,DL,N364NB,2131,LGA,DTW,75,502,19,53
2013,7,11,800,13,904,2,B6,N318JB,8,JFK,PWM,50,273,8,0
2013,9,8,623,8,759,-14,US,N192UW,1989,EWR,CLT,78,529,6,23
2013,11,3,1759,-1,1928,-16,EV,N391CA,5451,LGA,PIT,53,335,17,59
2013,8,12,1936,1,2125,5,MQ,N535MQ,3535,JFK,CMH,72,483,19,36
2013,4,6,927,-3,1124,-31,WN,N452WN,4078,EWR,MSY,163,1167,9,27
2013,10,11,755,-5,1112,-5,DL,N922DL,2431,JFK,MIA,142,1089,7,55
2013,1,27,1700,-6,1808,0,EV,N12921,4316,EWR,BWI,38,169,17,0
2013,12,5,821,-4,1018,-11,US,N565UW,1831,JFK,CLT,89,541,8,21
2013,7,10,1449,1,1741,-4,UA,N35271,1200,EWR,SAN,325,2425,14,49
2013,3,28,1958,-2,2241,-4,EV,N11121,4204,EWR,OKC,189,1325,19,58
2013,1,11,2009,9,2206,-18,9E,N924XJ,3439,JFK,CVG,93,589,20,9
2013,11,24,2029,34,2202,16,EV,N612QX,5038,LGA,BHM,128,866,20,29
2013,8,16,1333,3,1539,-6,WN,N269WN,4103,EWR,PHX,277,2133,13,33
2013,4,29,1558,-1,1811,-25,US,N534UW,35,JFK,PHX,277,2153,15,58
2013,8,8,1313,-4,1504,-24,EV,N21130,4304,EWR,MSY,151,1167,13,13
2013,5,6,636,-9,934,-12,B6,N510JB,135,JFK,RSW,154,1074,6,36
2013,9,15,1753,-7,1851,-24,US,N716UW,2191,LGA,DCA,44,214,17,53
2013,7,6,1657,-8,1839,-32,US,N536UW,894,LGA,CLT,77,544,16,57
2013,4,16,1853,-6,2134,-25,DL,N380DA,2159,JFK,MCO,124,944,18,53
2013,10,6,1149,-10,1242,-17,B6,N228JB,1191,JFK,ACK,35,199,11,49
2013,7,31,1531,12,1823,3,UA,N535UA,996,EWR,SFO,325,2565,15,31
2013,4,23,806,-4,1056,-2,B6,N592JB,1907,JFK,MCO,138,944,8,6
2013,9,2,1505,12,1706,14,EV,N14158,4370,EWR,CHS,103,628,15,5
2013,9,18,1952,-8,2056,-18,US,N967UW,2162,LGA,BOS,39,184,19,52
2013,5,12,1525,60,1654,64,B6,N187JB,8,JFK,BUF,58,301,15,25
2013,6,10,1636,36,1801,14,EV,N738EV,5091,LGA,PIT,60,335,16,36
2013,6,1,1933,4,2104,-8,UA,N75435,1682,EWR,ORD,107,719,19,33
2013,6,24,609,9,710,-17,UA,N410UA,569,EWR,ORD,102,719,6,9
2013,12,11,2058,25,2232,26,FL,N988AT,1159,LGA,CAK,77,397,20,58
2013,8,7,1824,-6,1939,-1,MQ,N675MQ,3044,JFK,BWI,36,184,18,24
2013,6,10,2011,46,2334,64,AA,N3KEAA,1787,JFK,TPA,155,1005,20,11
2013,3,3,2302,132,57,105,EV,N27200,4132,EWR,OMA,162,1134,23,2
2013,4,11,1715,30,1852,2,DL,N368NB,1473,LGA,MEM,138,963,17,15
2013,10,14,1725,-4,2040,-25,VX,N631VA,193,EWR,SFO,345,2565,17,25
2013,10,21,626,-4,817,4,EV,N14998,4334,EWR,CMH,87,463,6,26
2013,1,8,715,-5,916,-12,DL,N942DL,831,LGA,DTW,86,502,7,15
2013,7,10,1837,7,2237,52,AA,N3GEAA,119,EWR,LAX,359,2454,18,37
2013,8,8,2022,52,2319,64,DL,N372NW,2041,JFK,ATL,103,760,20,22
2013,12,6,1024,-1,1230,8,US,N174US,2083,EWR,CLT,93,529,10,24
2013,7,15,1027,-3,1225,-23,DL,N3767,1529,JFK,LAS,262,2248,10,27
2013,11,11,1456,-3,1647,12,9E,N934XJ,2913,JFK,DCA,56,213,14,56
2013,1,27,1605,0,1808,18,MQ,N805MQ,4415,LGA,RDU,75,431,16,5
2013,8,23,2017,-13,2230,-15,9E,N8948B,4033,LGA,TYS,88,647,20,17
2013,9,29,557,-3,659,-16,MQ,N531MQ,3267,EWR,ORD,104,719,5,57
2013,6,19,1146,-5,1314,-16,EV,N14179,4108,EWR,RDU,70,416,11,46
2013,6,14,1917,47,2030,35,MQ,N723MQ,3486,LGA,BNA,107,764,19,17
2013,6,3,1125,-6,1419,-27,UA,N77295,1139,EWR,SFO,336,2565,11,25
2013,11,14,2242,-8,4,-4,B6,N334JB,2002,JFK,BUF,61,301,22,42
2013,2,28,1641,5,1814,2,EV,N11199,4399,EWR,RDU,65,416,16,41
2013,11,30,1805,5,1920,-10,WN,N774SW,2395,EWR,MDW,108,711,18,5
2013,12,27,1605,5,1816,-24,9E,N919XJ,2922,JFK,MSP,161,1029,16,5
2013,10,29,1825,-5,2036,-11,DL,N935DL,2002,JFK,DTW,95,509,18,25
2013,2,23,1434,24,1732,29,B6,N593JB,1161,LGA,PBI,156,1035,14,34
2013,1,27,1639,-6,1847,-13,DL,N353NB,1473,LGA,MEM,147,963,16,39
2013,12,19,600,0,901,-4,AA,N3JWAA,1175,LGA,MIA,150,1096,6,0
2013,1,9,1757,-3,1850,-25,B6,N236JB,1016,JFK,BOS,39,187,17,57
2013,1,10,1617,15,1748,26,YV,N505MJ,3771,LGA,IAD,46,229,16,17
